,loss,accuracy,val_loss,val_accuracy,lr,experiment,epoch
0,0.5322180390357971,0.7968176007270813,0.6557434797286987,0.662588894367218,9.999999747378752e-05,0.0,0.0
1,0.46850478649139404,0.8877102136611938,0.49233153462409973,0.8763905167579651,9.999999747378752e-05,0.0,1.0
2,0.45320743322372437,0.9021661877632141,0.44748279452323914,0.9087355136871338,9.999999747378752e-05,0.0,2.0
3,0.4417722821235657,0.9099918007850647,0.43308356404304504,0.9177561402320862,9.999999747378752e-05,0.0,3.0
4,0.43216246366500854,0.9155588746070862,0.4300653040409088,0.9197402000427246,9.999999747378752e-05,0.0,4.0
5,0.423784077167511,0.9199498295783997,0.4263977110385895,0.9173409938812256,9.999999747378752e-05,0.0,5.0
6,0.4184039831161499,0.9226067662239075,0.42575109004974365,0.9192185401916504,9.999999747378752e-06,0.0,6.0
7,0.5253345966339111,0.8160710334777832,0.5697145462036133,0.797716498374939,9.999999747378752e-05,1.0,0.0
8,0.46857932209968567,0.8896724581718445,0.47625136375427246,0.8975440263748169,9.999999747378752e-05,1.0,1.0
9,0.45226073265075684,0.9031676054000854,0.45016688108444214,0.9085758328437805,9.999999747378752e-05,1.0,2.0
10,0.4413158893585205,0.9104809761047363,0.44030842185020447,0.9143098592758179,9.999999747378752e-05,1.0,3.0
11,0.43189680576324463,0.9157001972198486,0.4349621534347534,0.9151707291603088,9.999999747378752e-05,1.0,4.0
12,0.4231142997741699,0.9199186563491821,0.42785099148750305,0.9189616441726685,9.999999747378752e-05,1.0,5.0
13,0.4151490032672882,0.9235053062438965,0.4231938123703003,0.9183839559555054,9.999999747378752e-05,1.0,6.0
14,0.4103334844112396,0.9261693358421326,0.4205973446369171,0.920264482498169,9.999999747378752e-06,1.0,7.0
15,0.40881678462028503,0.9269536137580872,0.4194565713405609,0.9209635257720947,9.999999747378752e-06,1.0,8.0
16,0.4082545042037964,0.9274221062660217,0.4194149076938629,0.9208379983901978,9.999999747378752e-06,1.0,9.0
17,0.4077097177505493,0.9278002381324768,0.41873806715011597,0.9211681485176086,9.999999974752427e-07,1.0,10.0
18,0.4074837267398834,0.9278242588043213,0.41842368245124817,0.9213091135025024,9.999999974752427e-07,1.0,11.0
19,0.4073956608772278,0.9277222156524658,0.41789597272872925,0.9215934872627258,9.999999974752427e-07,1.0,12.0
20,0.40769875049591064,0.9274746179580688,0.41845399141311646,0.9210405945777893,9.999999974752427e-07,1.0,13.0
21,0.40726524591445923,0.9278696775436401,0.4178568124771118,0.921640932559967,1.0000000116860974e-07,1.0,14.0
22,0.4075848162174225,0.9276387095451355,0.41848069429397583,0.9211071729660034,9.99999993922529e-09,1.0,15.0
23,0.407264769077301,0.9277764558792114,0.4180711805820465,0.9214311242103577,9.999999717180685e-10,1.0,16.0
24,0.5332174897193909,0.7986499071121216,0.5618696808815002,0.7967628240585327,9.999999747378752e-05,2.0,0.0
25,0.46980205178260803,0.8882349729537964,0.4733065366744995,0.8901525735855103,9.999999747378752e-05,2.0,1.0
26,0.4535177946090698,0.902214527130127,0.439505010843277,0.918353796005249,9.999999747378752e-05,2.0,2.0
27,0.4435039758682251,0.9088461995124817,0.43504807353019714,0.9185203313827515,9.999999747378752e-05,2.0,3.0
28,0.4329826235771179,0.9147519469261169,0.43008092045783997,0.9192440509796143,9.999999747378752e-05,2.0,4.0
29,0.42480605840682983,0.9185584783554077,0.4283027946949005,0.9167912006378174,9.999999747378752e-05,2.0,5.0
30,0.41916823387145996,0.921911358833313,0.42720699310302734,0.9176121354103088,9.999999747378752e-06,2.0,6.0
31,0.5200811624526978,0.8257802724838257,0.5663315057754517,0.7944695353507996,9.999999747378752e-05,3.0,0.0
32,0.46864184737205505,0.8889544606208801,0.49287569522857666,0.8716982007026672,9.999999747378752e-05,3.0,1.0
33,0.4527549147605896,0.9025074243545532,0.44767409563064575,0.9050495624542236,9.999999747378752e-05,3.0,2.0
34,0.4412248730659485,0.9101501703262329,0.43966659903526306,0.910875141620636,9.999999747378752e-05,3.0,3.0
35,0.4321320354938507,0.9150844812393188,0.4407532215118408,0.9064015746116638,9.999999747378752e-05,3.0,4.0
36,0.4259983003139496,0.9185255169868469,0.43601903319358826,0.9116069674491882,9.999999747378752e-06,3.0,5.0
37,0.4251282513141632,0.919313371181488,0.43456876277923584,0.9127058982849121,9.999999747378752e-06,3.0,6.0
38,0.42403364181518555,0.9200003147125244,0.43451160192489624,0.9124594330787659,9.999999747378752e-06,3.0,7.0
39,0.4235760569572449,0.920291543006897,0.4332717955112457,0.9135406613349915,9.999999974752427e-07,3.0,8.0
40,0.4235241413116455,0.9203384518623352,0.4333731532096863,0.9133741855621338,9.999999974752427e-07,3.0,9.0
41,0.42321541905403137,0.9205849766731262,0.4336085915565491,0.9131615161895752,1.0000000116860974e-07,3.0,10.0
42,0.5285220742225647,0.8086611032485962,0.5819152593612671,0.7971134781837463,9.999999747378752e-05,4.0,0.0
43,0.4689730405807495,0.8880798816680908,0.4883037209510803,0.8822250366210938,9.999999747378752e-05,4.0,1.0
44,0.45295289158821106,0.902255117893219,0.4457005262374878,0.9114235639572144,9.999999747378752e-05,4.0,2.0
45,0.4410732686519623,0.9104313254356384,0.4447041451931,0.9086670875549316,9.999999747378752e-05,4.0,3.0
46,0.4348600208759308,0.9143677949905396,0.4411955177783966,0.9113323092460632,9.999999747378752e-06,4.0,4.0
