,loss,accuracy,val_loss,val_accuracy,lr,experiment,epoch
0,0.531743586063385,0.8124986290931702,0.5543432831764221,0.7971130609512329,9.999999747378752e-05,0.0,0.0
1,0.47110486030578613,0.8854571580886841,0.48723822832107544,0.8810599446296692,9.999999747378752e-05,0.0,1.0
2,0.45558467507362366,0.8990386724472046,0.4529859125614166,0.9032219052314758,9.999999747378752e-05,0.0,2.0
3,0.4433799088001251,0.9076249003410339,0.4373103976249695,0.91620934009552,9.999999747378752e-05,0.0,3.0
4,0.4334699809551239,0.9134926795959473,0.4303506910800934,0.9196802377700806,9.999999747378752e-05,0.0,4.0
5,0.4245930314064026,0.9183399677276611,0.4290647506713867,0.9158852100372314,9.999999747378752e-05,0.0,5.0
6,0.41871553659439087,0.9216781258583069,0.4257814288139343,0.9180658459663391,9.999999747378752e-06,0.0,6.0
7,0.5393262505531311,0.7972168326377869,0.5784005522727966,0.7973130941390991,9.999999747378752e-05,1.0,0.0
8,0.474967896938324,0.8812842965126038,0.49456122517585754,0.8753583431243896,9.999999747378752e-05,1.0,1.0
9,0.45693549513816833,0.8973791599273682,0.44371259212493896,0.91595858335495,9.999999747378752e-05,1.0,2.0
10,0.44442662596702576,0.9066339731216431,0.44005805253982544,0.9116669297218323,9.999999747378752e-05,1.0,3.0
11,0.43750473856925964,0.9110973477363586,0.4376423954963684,0.9145060181617737,9.999999747378752e-06,1.0,4.0
12,0.5564180016517639,0.7606009244918823,0.5409154891967773,0.7960518598556519,9.999999747378752e-05,2.0,0.0
13,0.4759793281555176,0.8800398111343384,0.49915558099746704,0.8779032826423645,9.999999747378752e-05,2.0,1.0
14,0.45877769589424133,0.8965750932693481,0.4563520550727844,0.9086246490478516,9.999999747378752e-05,2.0,2.0
15,0.44585689902305603,0.9058721661567688,0.44833114743232727,0.908979058265686,9.999999747378752e-05,2.0,3.0
16,0.4350810945034027,0.9128860831260681,0.43413132429122925,0.9183763265609741,9.999999747378752e-05,2.0,4.0
17,0.42577165365219116,0.9177242517471313,0.43117427825927734,0.9172491431236267,9.999999747378752e-05,2.0,5.0
18,0.4196661412715912,0.9215083122253418,0.430181086063385,0.9152554273605347,9.999999747378752e-06,2.0,6.0
19,0.5422608256340027,0.7803056836128235,0.5776471495628357,0.7969133257865906,9.999999747378752e-05,3.0,0.0
20,0.4745729863643646,0.8811162710189819,0.478415310382843,0.8930178284645081,9.999999747378752e-05,3.0,1.0
21,0.4575307071208954,0.8970515131950378,0.4554387331008911,0.9002304077148438,9.999999747378752e-05,3.0,2.0
22,0.44548818469047546,0.9063966274261475,0.4436876177787781,0.9111939072608948,9.999999747378752e-05,3.0,3.0
23,0.43513453006744385,0.9123808741569519,0.43359389901161194,0.9155725240707397,9.999999747378752e-05,3.0,4.0
24,0.42543673515319824,0.9177147150039673,0.4264417290687561,0.9193365573883057,9.999999747378752e-05,3.0,5.0
25,0.4170359969139099,0.9222038984298706,0.4216018319129944,0.9203607439994812,9.999999747378752e-05,3.0,6.0
26,0.40887176990509033,0.9259244203567505,0.41703301668167114,0.9199813008308411,9.999999747378752e-05,3.0,7.0
27,0.40466439723968506,0.9278689026832581,0.4138912856578827,0.9230679273605347,9.999999747378752e-06,3.0,8.0
28,0.4027925729751587,0.9290226101875305,0.41292840242385864,0.9231801629066467,9.999999747378752e-06,3.0,9.0
29,0.40224578976631165,0.9291918873786926,0.4131321609020233,0.9228330254554749,9.999999747378752e-06,3.0,10.0
30,0.40147513151168823,0.9300358295440674,0.41283538937568665,0.9229910373687744,9.999999974752427e-07,3.0,11.0
31,0.5432878732681274,0.7757393717765808,0.5587910413742065,0.7975183129310608,9.999999747378752e-05,4.0,0.0
32,0.47516384720802307,0.8824712634086609,0.4605868458747864,0.9084709882736206,9.999999747378752e-05,4.0,1.0
33,0.4579808712005615,0.898300051689148,0.440359890460968,0.917833685874939,9.999999747378752e-05,4.0,2.0
34,0.44544848799705505,0.9069392085075378,0.45636141300201416,0.8984077572822571,9.999999747378752e-05,4.0,3.0
35,0.4382362961769104,0.911794900894165,0.43970516324043274,0.9145457744598389,9.999999747378752e-06,4.0,4.0
